,corr_5,p_5,corr_10,p_10,corr_30,p_30
2017-04-05,-0.12542700020591607,0.017268370917808726,-0.1881491289309053,0.0003312199336186896,-0.11944911348279703,0.023413053223789636
2017-04-06,-0.10704520302377059,0.04208800077496737,-0.17494414140692052,0.0008432596800721739,-0.14493258418860916,0.005802305032380375
2017-04-07,-0.18444463729008703,0.0004273949792317507,-0.19855326942681756,0.00014627915717595715,-0.145968356222478,0.005458061543428944
2017-04-10,-0.16065876840983784,0.002199787949051977,-0.16479119737802544,0.0016798191603450779,-0.12968841816683627,0.013664784548442771
2017-04-11,-0.1307693166683431,0.012893878715557841,-0.14429228477023318,0.0060247406326814365,-0.11915413044475419,0.023564970057648765
2017-04-12,-0.18093678157448567,0.0005321021520461129,-0.08859826679031457,0.09188872109205391,-0.1051568969674915,0.045268380224992834
2017-04-13,-0.13963224114811915,0.007974887449829632,-0.055076564179367654,0.29733692683826884,-0.10087889075247589,0.055842023543913086
2017-04-18,-0.05615907784480257,0.28725535477360975,-0.04479348756387693,0.3961313997238869,-0.050983675092617316,0.3340648901320432
2017-04-19,-0.025944224085801333,0.6232048137644497,-0.05610512084043269,0.28771943295501634,-0.0457400990446634,0.38621522911174144
2017-04-20,-0.0053778903951977736,0.918894565489751,-0.059263515333065106,0.2613996941939727,-0.016950838614409307,0.7482315878171226
2017-04-21,-0.03982478916437754,0.45127371599629185,-0.09367179728921032,0.07589442888067072,-0.04406307342492716,0.4045428477974483
2017-04-24,-0.011870632974612404,0.8224040294150134,-0.042770356530268665,0.4184815051953895,-0.0021473931126011776,0.9676129761517946
2017-04-25,-0.018923200158993177,0.720099396026433,-0.051505883541740065,0.3291310268248313,-0.03850445930386212,0.46580716868433036
2017-04-26,-0.08102183807149752,0.12439050114875595,-0.04485427605496065,0.3954900502807489,-0.0397493529926457,0.45150036222376555
2017-04-27,-0.10118437557606604,0.05509996475407989,-0.024485794522570922,0.6433364188785348,-0.03685356440617265,0.48577011408304294
2017-04-28,-0.10426368753384756,0.0483807782467006,-0.05476758969665744,0.30073634800104876,0.022277909503384374,0.6739841972719806
2017-05-02,-0.10988670971346802,0.0371585616700972,-0.031626991200312204,0.5497447395946572,0.011917833411204354,0.8217096656421689
2017-05-04,0.01595400258044761,0.7629018315833407,-0.03059458338988351,0.5628536726670941,0.036180460555399946,0.49377776625022396
2017-05-05,-0.004189649957472895,0.936772036163453,-0.08489732587863517,0.1073185425703129,0.00524126180051719,0.920948283666911
2017-05-08,0.015231174729275543,0.77303643469269,-0.10896502460406868,0.03851601551262475,-0.037671857235621484,0.4755139975754292
2017-05-09,0.0363321861886011,0.4931802671002743,-0.08167386450678724,0.12294834785278379,-0.020038168937170753,0.7055405815900346
2017-05-10,0.030602008761855513,0.5638533962147384,-0.08806098986544784,0.09619272906478957,-0.019663770062698007,0.7107934479610696
2017-05-11,-0.043824650087083736,0.4077494868239355,-0.11484737903102842,0.0295805472210796,-0.02309298591262093,0.6627773546308204
2017-05-12,-0.09853023716883709,0.06219388644575019,-0.12881191987311882,0.014593663722985858,-0.04721812182844464,0.37237511229457865
2017-05-15,-0.18799477805271336,0.00034155518348716806,-0.174460336269792,0.0009017367319082807,-0.08982852404737453,0.08922329103728155
2017-05-16,-0.11702259864026597,0.026612708664535845,-0.07770696374957405,0.14171762994641418,-0.005269138168079875,0.9207504728932008
2017-05-17,-0.19065039088029317,0.00028563567037407695,-0.12506278607195295,0.017917198421047383,-0.026682301445765073,0.6148399465831287
2017-05-18,-0.0907214641704833,0.08696095894791621,-0.010925089172363543,0.8370208195088755,0.07465955792806622,0.15922915245160385
2017-05-19,-0.09538934991512364,0.0722445660283215,-0.0011484682457791496,0.982772574724061,0.0941570358454889,0.07602230846642831
2017-05-22,-0.09366025280597498,0.07717150003676987,0.018010309975655576,0.7345126555284691,0.05243176616159779,0.32321418324013784
2017-05-23,-0.0031880213216225212,0.9521358898957301,0.08675906390659302,0.10171355375525462,0.0754957932395286,0.15459689720325173
2017-05-24,0.005815304963014857,0.9126894486746673,0.044547936337133213,0.4007088140108501,0.07732203887862099,0.14427033649166096
2017-05-31,0.05347350577333722,0.3143637514693591,0.15134807340866774,0.00420855528336529,0.034443284506153284,0.5171264332659016
2017-06-01,0.06362058830190012,0.23049881090548893,0.12254836595478165,0.020552865742388165,-0.022936805759210286,0.6658030970759161
2017-06-02,0.08635082052611942,0.10382771460569191,0.14540480673226452,0.005987498951415363,-0.029084719166301464,0.5844095591983114
2017-06-05,0.10970609523665546,0.038555549990846365,0.14493478880927732,0.006153539309854351,0.018816933324999566,0.7234738741578578
2017-06-06,0.03831043782489672,0.47243608213430455,0.06578756677602413,0.21692510461637465,0.008331963901097418,0.8758649512617507
2017-06-07,0.03900894235345701,0.4637587936969131,0.02012999049181548,0.7054463942167106,0.031193833976021646,0.558005496065089
2017-06-08,0.060403209852069366,0.25700630046983297,0.03985879441434725,0.4547114364976884,0.049674562387412635,0.3513927834177619
2017-06-09,0.07085684104243403,0.18285643071956953,0.04794765947100627,0.367729168867756,0.05679995772768748,0.28584512904899595
2017-06-12,0.04783838448618298,0.3681448551078673,0.02339415608368844,0.6600038163827436,0.0363568299132814,0.49410597517354515
2017-06-13,0.003978386317649145,0.9402894476348613,0.011910569912487899,0.8225532039228571,0.034902830800295256,0.5109513359946352
2017-06-14,-0.08740213645137278,0.10063385756007841,-0.04070074211949855,0.445232130560553,-0.03900625190705924,0.4644243227309417
2017-06-15,0.002118290585321836,0.968275748312238,0.01532535242764891,0.7735378972753146,0.062311022686166125,0.24158782911479035
2017-06-16,0.015278087620121665,0.7739060979810204,-0.0029116104023109057,0.9563431598882441,0.033181024679676,0.5326089480751808
2017-06-19,-0.07957695559360224,0.13344095401864536,-0.009398950862884177,0.8595327037531173,0.022750344250689628,0.6683577224963915
2017-06-20,-0.0014494581081408412,0.9782278966579254,0.06444769337555499,0.22448209883768977,0.028281778906953936,0.594309831805108
2017-06-21,0.045252459991643325,0.3939598144927219,0.06326205692714743,0.233142073920951,0.025991746424838275,0.624516084006963
2017-06-22,0.08161729382635216,0.12373739316339288,0.09847933681302196,0.06306867368613171,0.025847117443004546,0.6264457829068251
2017-06-23,0.12031823018218106,0.022987713120031596,0.11321641742602953,0.03247299008100718,0.02690176346336697,0.6124334474056973
2017-06-26,0.16225360669250422,0.002072248075185426,0.11196147573083068,0.034203503987176115,0.051574876078809645,0.33051481854985276
2017-06-27,0.172854813000544,0.0010238806493765367,0.07719958883490231,0.1449087299731678,0.11080039281529233,0.03612067113539361
2017-06-28,0.1203366633218857,0.02277460014969739,0.047675967099051135,0.36842450467631827,0.08064661873811171,0.12774597161959256
2017-06-29,0.059737344784645624,0.25959970617955086,-0.011436382523513903,0.8292708618706972,0.0007676195829156042,0.9884524187605082
2017-06-30,-0.02711946975268857,0.6095582030198758,-0.07025027848960282,0.18539628350392068,0.017578737352661432,0.7406435747757156
2017-07-03,-0.0292043490627644,0.5828642258653044,0.00791400298181587,0.8817128006908111,-0.026589151987710936,0.6170700441200473
