,corr_5,p_5,corr_10,p_10,corr_30,p_30
2017-05-04,-0.08219394718132933,0.12757784081407625,-0.08876265408816096,0.09977200754027417,-0.00229860737828288,0.9660683498328273
2017-05-05,-0.03586216965904478,0.50675024937841,-0.07297892989526378,0.17624486906105502,-0.024606217090786062,0.6487852033388221
2017-05-08,-0.006984621532401656,0.8978978536450675,-0.020992988449043792,0.6997125317130872,-0.016443432881431345,0.7625714530124721
2017-05-09,0.06397367341700712,0.23595414584472266,-0.013858442878239813,0.7975746091243783,-0.02919835057673294,0.5888644804503891
2017-05-10,-0.009719823243038182,0.8578613946813776,-0.02998141293328353,0.5805730750016236,-0.010128034036180142,0.8519591801239426
2017-05-11,-0.022633332126616796,0.6761675570393071,-0.019426876656685355,0.7199607631563761,0.00040979334731278057,0.9939666344831092
2017-05-12,-0.022805631323086578,0.6742950590270569,-0.03462732436340449,0.5233315006568571,-0.0032312632450678547,0.9525236696646757
2017-05-15,-0.08695420880770546,0.10487106907661208,-0.04140949413741207,0.4406188035316645,-0.009633935982812859,0.8576744638468873
2017-05-16,-0.013848381798383878,0.7965664004216102,0.017218159596704113,0.7485654225818239,0.043735894483387695,0.41535141054750335
2017-05-17,-0.055565249480618514,0.3013112283599957,0.05600826966036635,0.2974675143912764,0.05839678045730416,0.27730839694847176
2017-05-18,-0.016733509036233413,0.7540520528815002,0.06276704596467635,0.23948975405922704,0.05342615429268131,0.3168553134659406
2017-05-19,-0.013936662015209525,0.793859618118398,0.007633957416785645,0.8861905639604264,0.06606640482492947,0.21497882745528066
2017-05-22,0.039551808370368605,0.45691965791447464,0.025501625233771266,0.6315477721145469,0.10459285519794466,0.0486181469455017
2017-05-23,0.059322513903340854,0.2636012766094344,0.08333085518195209,0.11601944660339829,0.1353199812224808,0.010478893782856631
2017-05-24,0.09177242668712089,0.085558149466218,0.07699619314228479,0.14942114125460376,0.1037830995775321,0.051717945132647415
2017-05-31,0.1167140907783797,0.029489190015406546,0.13595030326667865,0.01112356759007614,0.10660492507354846,0.046900226132739406
2017-06-01,0.07541712534169628,0.15678623476257533,0.10998215569746995,0.03861545794243308,0.04838308491808614,0.36407145361238824
2017-06-02,0.08869023479981526,0.09475866917914781,0.11883400829732936,0.024947111197319585,0.019163603085420644,0.7185931953003759
2017-06-05,0.049042619756324596,0.36031145725688496,0.08168051904157717,0.1272128206299022,0.010808631821464321,0.8403127114654072
2017-06-06,0.08882999559023003,0.09755901701154629,0.05674213770387092,0.2904752910955508,-0.018150124386749466,0.7354508369790904
