,corr_5,p_5,corr_10,p_10,corr_30,p_30
2017-04-05,0.06724214818118111,0.5265382303005881,0.11852866463529231,0.26313550827517473,0.011960741375701472,0.9104072045854861
2017-04-06,0.18951559951777566,0.07198472018300997,0.10164403088262582,0.33770778190229,0.09615614325498643,0.36456852083296787
2017-04-07,0.04536821359078648,0.6693630128996599,-0.007254773140461028,0.9455863751256013,0.036026996363826225,0.734583508789917
2017-04-10,0.17047368400232274,0.10618421022984198,0.042451365276041375,0.6894936679117292,0.08643130447315074,0.4152839648195471
2017-04-11,0.13728573989154022,0.19439994361870086,0.03312734917500159,0.7552443603407456,0.21462358059069403,0.041057570857219096
2017-04-12,0.12457858505669289,0.2420413394474721,-0.03249014265810765,0.761127690051174,0.17786027677064403,0.09351409644357986
2017-04-13,-0.12983382611739627,0.21996773703562061,0.06278194740747697,0.5543823031273043,0.15356192965683227,0.14614823295392923
2017-04-18,0.010925959109453931,0.9181302470498551,0.10883492401072133,0.3044576496057807,0.1548286914762033,0.14281003918191415
2017-04-19,-0.13001739989193292,0.21931068894818345,0.03664669228892082,0.7301918086976625,0.08338277161175357,0.4319876450781144
2017-04-20,-0.12117013270996822,0.25256889595669174,0.024829288691189725,0.8152815138644208,0.11478967173941627,0.2785988241200413
2017-04-21,-0.042756687453076335,0.6873760302708649,0.026884225038413465,0.800299420295854,0.08915716383448975,0.40067108874445934
2017-04-24,0.07867481666379343,0.458520609695903,0.07320365571146768,0.4904514687958914,0.0490411572066126,0.644344071984941
2017-04-25,0.15632154632372314,0.13895026327676846,0.23839614574551077,0.022868005886826786,0.1458974554354015,0.16760836491439
2017-04-26,0.23084427415062442,0.02770077697147974,0.29795333374723526,0.004124788290401891,0.1674444538239528,0.1126350238138072
2017-04-27,0.18972584435007994,0.07494849187333497,0.25145571618228124,0.017453053005450064,0.22102664590174442,0.037387943133643006
2017-04-28,0.2558780974624339,0.015509300974678014,0.21488131031923174,0.043153938667806445,0.22615135861291563,0.033085924610696954
2017-05-02,0.25704301803501406,0.015029560999318476,0.21174808165389372,0.0463669085204377,0.2828857206222654,0.0072288469797201944
2017-05-04,0.18957059161817139,0.07190067648844911,0.15275825686423525,0.14829631341140243,0.15771870871101534,0.13540993238239799
2017-05-05,0.24247974360193733,0.020568726315454817,0.22936956019716676,0.028739199554256658,0.2131239573354898,0.04252606313354268
2017-05-08,0.11936709163156262,0.25974956944260047,0.08582156414654046,0.4185945332897162,0.12694747152303013,0.23048153537262067
2017-05-09,0.031060738256743086,0.7726167647370346,0.15970445907728523,0.1349240131069686,0.1723704986843101,0.10625287782564656
2017-05-10,-0.011304292312215134,0.9162645322737588,0.07133250481974837,0.5065090197155157,0.15861693255503473,0.13763608644412745
2017-05-11,0.012981209168771142,0.9038983026865954,0.08446723841424005,0.43127873919151594,0.17812696847948145,0.09490441775396503
2017-05-12,0.1273259674336272,0.234417352766997,0.08248493309271682,0.44220704472679173,0.14802771584909596,0.166239380184637
2017-05-15,0.18428883916597122,0.08383758174624224,0.1485535774340039,0.16472263916220536,0.16314335692757959,0.1266148662139637
2017-05-16,0.20973103725278952,0.048538140933810356,0.11159583750989488,0.2977982731503987,0.16320294179132233,0.12647442756628233
2017-05-17,0.13840450490897116,0.19584425158625063,0.05960290268835118,0.5790058686308581,0.21510135811123535,0.042935417593273593
2017-05-18,-0.08658049200007047,0.4197998430155193,-0.2147444766184031,0.04329028811250898,0.04974675467370363,0.6433913625503762
2017-05-19,-0.1385254484460808,0.19545004813076752,-0.16057884670854644,0.13277305309243037,0.18550408825735282,0.08178130396406887
2017-05-22,-0.043115556540436153,0.6882817643591618,-0.023988082592487484,0.8234296108292969,0.240826732786746,0.023001626555061546
2017-05-23,-0.13329360687835193,0.21302953428620044,-0.006708095684004427,0.9502521628017355,0.19863800826674785,0.06202769359797736
2017-05-24,-0.19180577670909438,0.07175481972825194,-0.013313470963325202,0.9014506979938102,0.15111300290342006,0.15748644950074492
2017-05-31,0.16810456749753136,0.11532460676823796,0.04801872743230018,0.6549749001783546,0.28983187938573945,0.005868964824792091
2017-06-01,0.05482110784690963,0.6098734450618382,0.15902783689452626,0.13660655990078344,0.2912449459969364,0.005621861193913108
2017-06-02,0.15098227103780917,0.15785023010426683,0.2153999380168895,0.04264037962718196,0.2557235827523466,0.01557391762070615
2017-06-05,0.08510040607850242,0.42782083492380707,0.0971100234971956,0.36529306789357563,0.22866239072912134,0.031134893553843683
2017-06-06,-0.028883970375414996,0.7881645487565625,0.05767209058111074,0.5913828513537593,0.16278357111999223,0.12746540022711586
2017-06-07,0.049500947105933064,0.6450339887296581,0.16821809385388534,0.1150756748730806,0.20200386507648257,0.05764592673661812
2017-06-08,0.09479944042828715,0.3768659134267879,0.025298784447230264,0.8139510912043671,0.11677328469415656,0.27580257931004704
2017-06-09,0.12940570592801923,0.22680023891611603,0.1746236450077218,0.1016911841782179,0.17898123882485314,0.09330482342590928
2017-06-12,0.11456932233630264,0.2850289531397749,0.15593237654846823,0.144507449831103,0.1608158263045337,0.13219461039319297
2017-06-13,0.1096299701376985,0.30644360249857344,0.19951139374853466,0.06086547884236053,0.1276329510195156,0.2332819508247752
2017-06-14,0.09149814953199753,0.39378129466649237,0.20231051486638776,0.05725961754961564,0.2166285022531112,0.04144405862125751
2017-06-15,0.1537570975019745,0.1502622295634667,0.17338009475813798,0.10418953101170193,0.14448908721644904,0.1767151074227367
