,date,lag,n,strategy,M,net_ret,net_long,net_short,no_long,no_short,remove_long,remove_short,mktcap_long,mktcap_short
25,2017-08-01,1,10,neu,1.0958170779831757,0.03345513001936348,0.054954169553634635,0.021499039534271125,19,18,10,8,1.1186699583280675,1.2785104880254303
26,2017-08-01,1,10,absneu,1.1121315584047937,0.032054863020403855,0.04220964425819296,0.010154781237789123,19,18,14,11,1.4512218857739607,0.9204318238105847
27,2017-08-15,1,10,delta,1.119930544130189,0.010085581610203462,-0.0152800003703647,-0.025365581980568153,19,18,8,13,1.1194675655100703,0.9637860652401575
28,2017-08-15,1,10,neu,1.1068722212384532,0.010088493305492349,-0.014995712889997792,-0.025084206195490122,19,18,8,12,1.1194675655100703,1.0535891952744827
29,2017-08-15,1,10,absneu,1.1257219138050254,0.012220096891886833,-0.015349481571068857,-0.027569578462955713,19,18,12,15,1.7553875280875282,0.7656681725468137
30,2017-08-30,1,10,delta,1.102064902406112,-0.015952455103323063,0.02211882148655686,0.038071276589879854,19,18,8,10,0.9313341503928609,1.20208840004495
31,2017-08-30,1,10,neu,1.0899759056661773,-0.01526491969720859,0.022242552817109074,0.03750747251431763,19,18,8,10,0.9625348090780753,0.8052209255663213
32,2017-08-30,1,10,absneu,1.096594506077857,-0.025874425441995287,0.02596224300112615,0.05183666844312129,19,18,11,12,0.4035933341520456,1.1246511391338747
33,2017-09-13,1,10,delta,1.1009599266520398,-0.0010026412706363613,0.02281135546683144,0.023813996737467757,20,19,14,14,1.064278777309769,0.5244872414189244
34,2017-09-13,1,10,neu,1.1075236008174028,0.016099158761221016,0.039825422483964035,0.02372626372274289,20,19,14,15,1.043050811576633,0.7072963519440686
35,2017-09-13,1,10,absneu,1.1239466375134088,0.02494279451880625,0.021530344452948214,-0.003412450065857997,20,19,15,15,1.9041410025723224,1.1144039596505098
36,2017-09-27,1,10,delta,1.121782323437099,0.018912947039206908,0.019954275252731968,0.0010413282135250945,20,19,10,13,1.2459430817944528,1.3972780804704323
37,2017-09-27,1,10,neu,1.117167973706303,0.008708051802943253,0.018858011200881597,0.01014995939793839,20,19,9,13,1.2204551019105225,1.3972780804704323
38,2017-09-27,1,10,absneu,1.1380419016156114,0.01254086593771616,0.017001683971673787,0.004460818033957592,20,19,13,17,1.7886114124012,1.1890152460342511
39,2017-10-13,1,10,delta,1.1537525398863249,0.028499483171806797,0.06254214708694517,0.03404266391513833,20,19,12,12,1.3914725526370704,1.1676447434941795
40,2017-10-13,1,10,neu,1.1423718037611492,0.022560465971138033,0.0566914044480209,0.034130938476882866,20,19,13,12,1.3914725526370704,1.1676447434941795
41,2017-10-13,1,10,absneu,1.1569112303341018,0.01658052194009972,0.03924057620095711,0.022660054260857487,20,19,11,10,1.5818428997745018,1.2590740456244465
42,2017-10-27,1,10,delta,1.1476580781054133,-0.005282295440504095,-0.01758918917760255,-0.012306893737098479,20,19,9,11,1.167293468409959,1.397328051908067
43,2017-10-27,1,10,neu,1.1363378864091334,-0.005281920765332065,-0.01765887194025484,-0.012376951174922768,20,19,10,9,1.14693890384078,1.599761869817579
44,2017-10-27,1,10,absneu,1.1539558460287949,-0.0025545471664696977,-0.017401498005867433,-0.014846950839397799,20,19,11,17,1.4129174187611173,0.6684775994371922
45,2017-11-10,1,10,delta,1.185523073058776,0.0329932718426653,0.03651152504655486,0.003518253203889543,20,19,7,14,1.719014717820715,0.3779128986943313
46,2017-11-10,1,10,neu,1.1760455648344705,0.03494354883371424,0.04024647983242757,0.005302930998713151,20,19,9,12,1.676589198413825,1.51801052646624
47,2017-11-10,1,10,absneu,1.1836592095577922,0.025740468000762823,0.04082116784136591,0.015080699840603229,20,19,10,15,2.3337993942987327,0.3184074164321895
48,2017-11-24,1,10,delta,1.2312166240489697,0.03854294532817437,0.006898699261596919,-0.03164424606657745,20,19,6,15,1.2369505810374222,0.570746021562666
49,2017-11-24,1,10,neu,1.1944046354449664,0.015610849748904044,0.0032436687513686113,-0.01236718099753542,20,19,8,12,1.1194265957982732,1.7345090042886835
50,2017-11-24,1,10,absneu,1.202314608331517,0.01576078538745484,-0.001517313105299345,-0.01727809849275419,20,19,8,14,1.1194265957982732,0.4227922986338282
51,2017-12-08,1,10,delta,1.205249328895602,-0.02109076067213237,-0.0706978145753352,-0.04960705390320275,20,19,11,17,0.8299876581836985,0.6187337423882693
52,2017-12-08,1,10,neu,1.171894014540004,-0.018846729355312827,-0.07090789350268911,-0.05206116414737627,20,19,12,16,0.8299876581836985,0.6450796970836498
53,2017-12-08,1,10,absneu,1.1709687923645693,-0.02607122607488496,-0.07114414460606977,-0.04507291853118489,20,19,11,17,1.306362409959364,1.1596249430880226
54,2017-12-22,1,10,delta,1.2693456094824944,0.05318093032719232,0.06900181541646355,0.015820885089271375,20,19,11,13,0.974336056836041,1.233496998403387
55,2017-12-22,1,10,neu,1.2362006143947304,0.05487407483685132,0.06904878886934274,0.014174714032491487,20,19,11,13,0.974336056836041,1.3748670254008728
56,2017-12-22,1,10,absneu,1.2325325687234014,0.05257507865304824,0.06902579643315576,0.016450717780107427,20,19,12,14,1.4052388391573656,1.455968146448963
57,2018-01-10,1,10,delta,1.2555416807261968,-0.010874838698914669,0.0718991590898086,0.08277399778872319,20,19,10,16,0.7393259591035551,0.8030469662425602
58,2018-01-10,1,10,neu,1.2239038417768806,-0.009947230631227716,0.07189753821080203,0.08184476884202985,20,19,10,13,0.7393259591035551,1.8137361663141032
59,2018-01-10,1,10,absneu,1.2260431477087197,-0.005265111185989336,0.07752723277046791,0.08279234395645707,20,19,10,16,0.7393259591035551,0.6493826746093548
60,2018-01-24,1,10,delta,1.270651137918636,0.012034213936808591,0.060325909133321254,0.04829169519651266,21,20,14,18,1.6629505314302357,0.09437482608352933
61,2018-01-24,1,10,neu,1.2336605256744808,0.007971773242769885,0.060742316527831575,0.05277054328506159,21,20,14,17,1.2821795683328348,0.3461447403505206
62,2018-01-24,1,10,absneu,1.2339497597613025,0.006448885642694559,0.060325909133321476,0.05387702349062695,21,20,14,16,1.7032157718689258,0.8436066272135305
63,2018-02-07,1,10,delta,1.3052194822673264,0.02720522047091096,-0.09753779919257377,-0.12474301966348467,20,19,12,13,1.7365208296528127,0.1921864928439122
64,2018-02-07,1,10,neu,1.320005077534307,0.06999052823921637,-0.050239105403787065,-0.12022963364300343,20,19,13,14,1.6889864932550853,1.0370840715946557
65,2018-02-07,1,10,absneu,1.3314431188226865,0.07900918030912644,-0.027118404042170807,-0.10612758435129721,20,19,13,18,1.807301656056161,0.7546088896561886
66,2018-02-23,1,10,delta,1.2850007637416672,-0.015490665593296897,0.047403658588195174,0.0628943241814921,20,19,15,18,1.3746131196873137,1.0335332340857462
67,2018-02-23,1,10,neu,1.2973895440683774,-0.01713291399467509,0.046850104546061866,0.06398301854073707,20,19,16,18,1.3746131196873137,1.2625132050467347
68,2018-02-23,1,10,absneu,1.3165285230682962,-0.011201827208043571,0.04281349560824865,0.05401532281629229,20,19,17,19,1.1508123723924018,0.8605935820958748
69,2018-03-09,1,10,delta,1.317021572242573,0.024918902310740815,-0.007843162052428632,-0.03276206436316942,21,20,10,17,0.7613890860513054,0.24531867283959224
70,2018-03-09,1,10,neu,1.328007145574818,0.023599389748763758,-0.00791723997725824,-0.03151662972602198,21,20,11,16,0.5507118404481223,0.4743433233863138
71,2018-03-09,1,10,absneu,1.3354890764453529,0.014401931325321627,-0.001420435695651312,-0.01582236702097295,21,20,14,18,1.3510089871775746,0.24531867283959224
72,2018-03-23,1,10,delta,1.3203541058404527,0.0025303561218097907,-0.03600940435535671,-0.03853976047716656,21,20,10,18,0.738819612493098,0.9500641981090724
73,2018-03-23,1,10,neu,1.344864037699594,0.012693374565751795,-0.026281521901105775,-0.03897489646685748,21,20,8,17,0.76353326175855,0.9500641981090724
74,2018-03-23,1,10,absneu,1.3525904432452496,0.012805321362429343,-0.026125276591344115,-0.038930597953773405,21,20,12,17,1.4739655964712906,1.412236658875858
75,2018-04-11,1,10,delta,1.3037181980893,-0.012599580428890547,0.017638064086472394,0.030237644515362927,21,20,11,13,0.3977791977586483,1.2858393349075927
76,2018-04-11,1,10,neu,1.3333422809872741,-0.008567227905080957,0.021929261317409354,0.030496489222490375,21,20,11,14,0.44617231452006006,1.1087763752626199
77,2018-04-11,1,10,absneu,1.3259250128143403,-0.019714341886766063,0.012308218738291465,0.03202256062505748,21,20,12,13,1.102936699455222,1.3407963700175158
78,2018-04-25,1,10,delta,1.268267739058646,-0.027191811146465017,-0.06319331670887107,-0.036001505562406,21,20,14,12,0.6473310815210901,1.578079485134467
79,2018-04-25,1,10,neu,1.29013506358254,-0.03240519559069364,-0.061922988436850734,-0.029517792846157187,21,20,14,14,1.0153867636678677,1.468086326734414
80,2018-04-25,1,10,absneu,1.2877915255333143,-0.028759912447903647,-0.05523638366246997,-0.02647647121456631,21,20,15,14,0.5289437620668028,1.7369499825304595
81,2018-05-10,1,10,delta,1.2590723700403519,-0.007250337397306457,0.005548567872913912,0.012798905270220429,20,19,12,12,0.5620717174899698,0.8488024899892481
82,2018-05-10,1,10,neu,1.2711017043428159,-0.014752997400807667,0.002214583858485497,0.01696758125929332,20,19,13,11,0.5620717174899698,0.8488024899892481
83,2018-05-10,1,10,absneu,1.2825819422083975,-0.004045362328937041,0.010994597157234942,0.015039959486171872,20,19,12,11,1.006590813458949,1.4896314783277567
84,2018-05-25,1,10,delta,1.2959988709582377,0.02932833870121572,0.004162487714598484,-0.02516585098661739,21,20,14,11,0.5141113290704824,1.3340310936549369
85,2018-05-25,1,10,neu,1.3083834464587734,0.02933025893095852,0.004228233773232004,-0.025102025157726415,21,20,14,12,0.5141113290704824,1.2631972788124237
86,2018-05-25,1,10,absneu,1.318649980615854,0.02812143007826326,0.0028826912390964576,-0.02523873883916672,21,20,14,11,0.7922811768870521,1.7462752816032399
87,2018-06-08,1,10,delta,1.2911314470321682,-0.0037557316099130953,0.010501520345644222,0.01425725195555727,21,20,14,11,0.5417285604636047,1.710272988132872
88,2018-06-08,1,10,neu,1.3031248890585365,-0.00401912559691081,0.010375913054881725,0.014395038651792369,21,20,14,11,0.6049515406712389,1.4804050538252118
89,2018-06-08,1,10,absneu,1.3021497949932883,-0.01251293812999533,0.008806391897498322,0.021319330027493644,21,20,17,14,0.877802833049823,2.4188640208439063
90,2018-06-25,1,10,delta,1.3153634578172984,0.018768043208017702,-0.06696309587204163,-0.08573113908005936,21,20,11,8,0.24049337876014454,1.2286698389868438
91,2018-06-25,1,10,neu,1.3324127751898407,0.02247511836909483,-0.07074833581259043,-0.09322345418168532,21,20,11,9,0.30819866635483806,0.8967111073702373
92,2018-06-25,1,10,absneu,1.3326956951931541,0.02345805399448936,-0.04948936710666396,-0.07294742110115338,21,20,13,11,1.2108496816665095,1.7026436008299763
93,2018-07-10,1,10,delta,1.2848642506351844,-0.023186904730289573,-0.04571894816335653,-0.022532043433066917,20,19,16,14,1.1221391704171362,0.9919670300239621
94,2018-07-10,1,10,neu,1.3161136431365383,-0.012232794789122368,-0.047988904787997,-0.035756109998874575,20,19,16,14,1.1221391704171362,0.9919670300239621
95,2018-07-10,1,10,absneu,1.329670727324173,-0.002269811390471007,-0.019270230015420164,-0.017000418624949165,20,19,16,17,0.36530296946162366,1.2953741481541547
96,2018-07-24,1,10,delta,1.2923501669187716,0.005826231276873381,0.004025392974672082,-0.0018008383022012353,20,19,18,13,0.710839559782,0.8412370621758382
97,2018-07-24,1,10,neu,1.3237815310667533,0.005826159443147347,0.00401301398011733,-0.0018131454630299082,20,19,18,13,0.710839559782,0.8412370621758382
98,2018-07-24,1,10,absneu,1.3425305678711767,0.00967144743637611,0.011843314977036279,0.0021718675406601218,20,19,18,15,1.6017816145315305,0.9158378923513221
99,2018-08-07,1,10,delta,1.2764757664083508,-0.012283358579407782,-0.0491006168239968,-0.036817258244589035,20,19,12,11,0.5958117819414358,1.2167166553309121
100,2018-08-07,1,10,neu,1.3075210479802488,-0.01228335847335867,-0.04910062503363066,-0.036817266560272066,20,19,12,12,0.6183501124090942,1.180382546456397
101,2018-08-07,1,10,absneu,1.3218705544630902,-0.015388858847993831,-0.03775198735221219,-0.022363128504218288,20,19,15,15,1.958456455491923,1.444064533683893
102,2018-08-21,1,10,delta,1.2893414313098617,0.010079051432140605,-0.032607408841579866,-0.04268646027372047,19,18,16,9,2.08718048268831,0.6443219424769182
103,2018-08-21,1,10,neu,1.3249603317622278,0.013337669637454619,-0.02712963062239304,-0.04046730025984768,19,18,15,9,2.1192153192812433,0.6443219424769182
104,2018-08-21,1,10,absneu,1.3473343772973703,0.019263476857325722,-0.01533971996754957,-0.03460319682487534,19,18,18,11,0.9285564404644504,1.066616392385077
105,2018-09-04,1,10,delta,1.3022051750841699,0.009976987834199773,-0.0015774828950099185,-0.011554470729209676,20,19,13,12,0.866640598662467,0.8199982807527718
106,2018-09-04,1,10,neu,1.3419956606560366,0.012857236919049029,0.0013753902075082092,-0.011481846711540844,20,19,13,12,1.2189678220640987,0.8199982807527718
107,2018-09-04,1,10,absneu,1.4013870208148487,0.040118210021407655,0.030618211385345484,-0.009499998636062101,20,19,15,13,1.174433951995462,1.8179739451995658
108,2018-09-18,1,10,delta,1.324820160013816,0.01736668334787139,-0.039862252176220414,-0.057228935524091806,20,19,16,16,1.1025713046782455,0.2817450688154284
109,2018-09-18,1,10,neu,1.371572301666695,0.022039297054209393,-0.03518859708434208,-0.05722789413855145,20,19,16,15,0.28558788932265056,0.6744643536472456
110,2018-09-18,1,10,absneu,1.4252091314109558,0.0169989519256826,-0.031014783946174074,-0.048013735871856644,20,19,17,15,0.75800166860166,0.8114790769301957
111,2018-10-04,1,10,delta,1.3022234286847365,-0.01705645189520963,-0.023117017033571496,-0.006060565138361951,20,19,13,17,1.5627117619770672,0.7663518537891638
112,2018-10-04,1,10,neu,1.3442927270629528,-0.01988927202058021,-0.02272846933011885,-0.0028391973095386325,20,19,17,16,1.5355101093984846,0.7785932240164518
113,2018-10-04,1,10,absneu,1.3987608307228059,-0.018557487533051493,-0.03092225565702833,-0.0123647681239768,20,19,15,16,2.164013912209002,0.9000635342390708
114,2018-10-19,1,10,delta,1.2906863991210018,-0.008859485484289942,-0.05686277414908458,-0.04800328866479464,20,19,10,13,1.204986406544247,0.7808705027925028
115,2018-10-19,1,10,neu,1.3290423332420938,-0.011344548336714203,-0.0582148883676038,-0.046870340030889635,20,19,10,12,1.204986406544247,1.1345753116815183
116,2018-10-19,1,10,absneu,1.4275297403173992,0.02056742579768056,-0.05042780677554182,-0.07099523257322238,20,19,8,15,1.7118033155143022,1.1341501070741855
117,2018-11-02,1,10,delta,1.2397271591868932,-0.03948227855256971,0.052735542756138676,0.09221782130870859,20,19,13,14,1.3575964593195875,0.8482360555583027
118,2018-11-02,1,10,neu,1.274175621068768,-0.04128289280258118,0.052872725812600496,0.09415561861518174,20,19,13,14,1.013546845128971,0.8482360555583027
119,2018-11-02,1,10,absneu,1.3893614786782034,-0.02673727948442563,0.03522585611090334,0.061963135595328955,20,19,10,17,1.6244435236777273,1.0562456015193937
120,2018-11-16,1,10,delta,1.2575616714310642,0.014385836522181386,-0.0068168410743599805,-0.021202677596541264,20,19,13,13,1.3511765453032158,0.20473918471841834
121,2018-11-16,1,10,neu,1.291750904308909,0.013793454331985266,-0.007408954293114611,-0.02120240862509981,20,19,13,14,1.3511765453032158,0.2855370068335191
122,2018-11-16,1,10,absneu,1.414190506493195,0.01787081921877755,-0.0006196460585170538,-0.018490465277294588,20,19,11,16,1.8358583439345921,0.7305106170374898
123,2018-11-30,1,10,delta,1.2960304447676583,0.030589969629734207,0.014837240466102797,-0.01575272916363135,20,19,14,13,0.5907408816505586,1.5739227215468283
124,2018-11-30,1,10,neu,1.3301068373011093,0.02969297940048345,0.01471342968669842,-0.014979549713784901,20,19,14,12,1.0327171137934297,1.485351684200797
125,2018-11-30,1,10,absneu,1.4332866142761291,0.01350320744995471,0.008921217152302097,-0.004581990297652605,20,19,16,15,0.2650653170448128,1.6461892108990137
126,2018-12-14,1,10,delta,1.3163137187980611,0.015650306759606318,-0.0034712586247520605,-0.019121565384358385,20,19,16,11,0.4526878330252679,1.4638216370093942
127,2018-12-14,1,10,neu,1.3618618461645067,0.02387402874180447,0.003192177560084275,-0.020681851181720168,20,19,15,12,0.7190944312187195,1.4638216370093942
128,2018-12-14,1,10,absneu,1.4337727998516492,0.0003392102951896979,-0.016336895179821287,-0.01667610547501097,20,19,16,12,0.4100531533558576,1.6732637100496937
129,2019-01-02,1,10,delta,1.320673289092851,0.003311953854564856,-0.07552111139900675,-0.07883306525357159,20,19,13,11,1.197962778652304,0.7826725652095164
130,2019-01-02,1,10,neu,1.3607821561248008,-0.0007928043822849341,-0.07967682672433507,-0.07888402234205016,20,19,11,12,0.8697239443491721,0.9864650980310476
131,2019-01-02,1,10,absneu,1.427492012656605,-0.004380601442358209,-0.0744478573143933,-0.0700672558720351,20,19,15,13,2.328327211325109,0.9352244783059348
132,2019-01-16,1,10,delta,1.2693011728158594,-0.0388984290825464,0.04724192857872089,0.08614035766126737,20,19,16,13,0.49304001764322797,1.3403973160277645
133,2019-01-16,1,10,neu,1.3303660635594063,-0.02235191902575545,0.04989488248460616,0.07224680151036167,20,19,16,12,0.8139026698498244,1.3403973160277645
134,2019-01-16,1,10,absneu,1.411379953088608,-0.011286970032155966,0.05282959798000353,0.06411656801215937,20,19,18,14,0.4728053768612114,1.464633358808827
135,2019-01-30,1,10,delta,1.2411554098824893,-0.022174219591187046,0.023828382659703218,0.046002602250890146,20,19,14,14,1.2239619231381569,0.3033207994179031
136,2019-01-30,1,10,neu,1.3045074286514724,-0.019437232816018273,0.026698802432683966,0.046136035248702134,20,19,14,14,1.1127504447770076,0.6684606550558698
137,2019-01-30,1,10,absneu,1.3828300356168566,-0.020228371112451956,0.01967745138796495,0.039905822500416965,20,19,17,17,1.1548379488780545,0.35332818540100647
138,2019-02-18,1,10,delta,1.2645458184884226,0.018845672685057144,0.03796127119356507,0.01911559850850808,20,19,10,14,0.7741833841394543,0.45465712634154554
139,2019-02-18,1,10,neu,1.3257847289261853,0.01631060108006296,0.03492411019184294,0.018613509111779836,20,19,11,15,0.7741833841394543,0.47496115572725167
140,2019-02-18,1,10,absneu,1.4124109856940925,0.021391602232620283,0.034198937778571636,0.012807335545951481,20,19,13,14,0.8060930485575173,0.7831782837004758
141,2019-03-04,1,10,delta,1.2596837434179189,-0.0038449180720992984,0.04525991692204001,0.0491048349941392,21,20,9,13,0.6304273907998272,1.7435762517886295
142,2019-03-04,1,10,neu,1.3361957611455964,0.007852732040324124,0.04504816436315284,0.037195432322828736,21,20,9,13,0.8673273161508415,1.3921288213790919
143,2019-03-04,1,10,absneu,1.422555741902106,0.0071825809277659336,0.04366478028966969,0.03648219936190378,21,20,12,14,0.8408053758274089,2.053185407825434
144,2019-03-18,1,10,delta,1.2386404702095832,-0.016705203443555305,-0.02131047845930012,-0.004605275015744814,22,21,16,16,1.7278539856380568,-0.14460342535835757
145,2019-03-18,1,10,neu,1.3226433230756873,-0.010142554305283644,-0.02151827724216393,-0.011375722936880273,22,21,18,16,1.1134254025764359,0.08808052324075161
146,2019-03-18,1,10,absneu,1.4019907444217232,-0.01445637374665207,-0.01205903374446693,0.0023973400021850555,22,21,17,16,1.5411321972191507,1.1911668936919027
147,2019-04-01,1,10,delta,1.2501378443924138,0.009282252969568468,0.011151745746153852,0.0018694927765854352,21,20,19,17,0.13775652529975357,1.4267044125113306
148,2019-04-01,1,10,neu,1.3287342202184922,0.004605094235565362,0.016513785767123812,0.01190869153155849,21,20,18,17,0.21176498299621696,1.3741866023309512
149,2019-04-01,1,10,absneu,1.4383131018548685,0.025907701300929124,0.02214994540847748,-0.003757755892451753,21,20,18,19,1.054311618880012,1.4152680940695705
150,2019-04-16,1,10,delta,1.2618398219418931,0.009360549800143572,0.024656614773678198,0.015296064973534529,22,21,15,15,0.8317133807182511,1.2752572819636547
151,2019-04-16,1,10,neu,1.358975267366996,0.022759289772435454,0.03340051071477901,0.010641220942343654,22,21,15,16,0.8317133807182511,1.7236634219084264
152,2019-04-16,1,10,absneu,1.4532973703183616,0.010417946164968656,0.029729530204033905,0.01931158403906541,22,21,16,18,0.9082150160016974,0.46565413314377824
153,2019-05-03,1,10,delta,1.2444362711902317,-0.013792202820860782,-0.029461122387568373,-0.015668919566707573,21,20,11,18,0.53909405172264,1.1149762382916724
154,2019-05-03,1,10,neu,1.343772326081394,-0.011187062524734115,-0.029576907331697155,-0.01838984480696304,21,20,11,18,0.53909405172264,1.1149762382916724
155,2019-05-03,1,10,absneu,1.4501590112403588,-0.0021594748205697616,-0.02894048944185601,-0.026781014621286348,21,20,13,19,1.6453285893145515,1.3612549343985587
156,2019-05-20,1,10,delta,1.2594965562268416,0.012102094245618257,-0.11692006195605198,-0.12902215620167024,21,20,14,14,1.4096137834110254,0.36883677176235524
157,2019-05-20,1,10,neu,1.360034745294972,0.012102064388393138,-0.11692224061339496,-0.12902430500178808,21,20,14,14,1.0727327062510257,0.36883677176235524
158,2019-05-20,1,10,absneu,1.4605231795949931,0.007146918561551074,-0.10285008842724974,-0.10999700698880077,21,20,17,14,1.8724113369733504,1.525956552192061
159,2019-06-03,1,10,delta,1.2609429518273887,0.0011483918660961728,0.0011529925196898105,4.600653593644921e-06,20,19,10,13,1.264227220618855,0.6682784902153909
160,2019-06-03,1,10,neu,1.359836004048987,-0.00014612953578759696,-0.00014153122524851458,4.598310539005723e-06,20,19,11,13,1.2404658508527622,0.9727584213440337
161,2019-06-03,1,10,absneu,1.4599398026656802,-0.0003994301065969012,-0.01490605916493859,-0.014506629058341658,20,19,11,13,2.3180867382061363,1.5331527768539717
162,2019-06-18,1,10,delta,1.2344422529418135,-0.02101657243665918,-0.003485481540466795,0.017531090896192314,20,19,8,14,0.9765595753422207,0.43123589737683876
163,2019-06-18,1,10,neu,1.3302175205870317,-0.02178092312143862,-0.005177755376682747,0.016603167744755787,20,19,8,13,0.9223320035153314,0.7238274349359327
164,2019-06-18,1,10,absneu,1.445675006074805,-0.009770811484712903,0.008364412997824422,0.018135224482537238,20,19,10,12,2.239235653891449,1.6552514270564926
165,2019-07-03,1,10,delta,1.2449034223578557,0.008474409711035089,0.06866290533260355,0.06018849562156858,20,19,12,16,1.0146369883129027,0.4668064285550545
166,2019-07-03,1,10,neu,1.337520326114648,0.005489933348940963,0.06651561931081296,0.061025685961871856,20,19,11,15,0.9677790390567925,0.4881731913548005
167,2019-07-03,1,10,absneu,1.467921750683011,0.015388482552941665,0.0527724240188423,0.037383941465900516,20,19,13,16,1.5209211038429622,1.1839976185792167
168,2019-07-17,1,10,delta,1.2247770328019418,-0.01616702885898917,-0.01695266609283541,-0.0007856372338462814,20,19,9,12,0.644042298340814,0.1836612332397666
169,2019-07-17,1,10,neu,1.312222249848365,-0.018914162104564845,-0.018331373359277814,0.000582788745286944,20,19,10,12,0.644042298340814,0.6449210987906171
170,2019-07-17,1,10,absneu,1.4636401069242495,-0.0029168065373846924,-0.01139031238660837,-0.008473505849223573,20,19,14,15,0.16670631482501022,0.790780168758256
171,2019-07-31,1,10,delta,1.2668336648319092,0.0343381945477486,-0.0015060549482437402,-0.0358442494959923,20,19,10,12,1.3005949652087834,0.21711831867606884
172,2019-07-31,1,10,neu,1.353320377683859,0.03131948710688525,-0.001578281739845755,-0.03289776884673101,20,19,10,10,0.9527275824601245,1.1630568668071026
173,2019-07-31,1,10,absneu,1.5162572723175178,0.035949524165363365,0.003427566517378189,-0.032521957647985045,20,19,11,16,1.2963649662473444,0.1885246011415901
174,2019-08-14,1,10,delta,1.2932058590380142,0.02081740873976873,-0.0769970369302092,-0.09781444566997799,20,19,9,14,1.655107809954695,0.18748467931417448
